Indications,Generics indicated,Indications Details,Therapeutic Class,Medicine Name,Weight (mg),Weight (ml/other),Tablet,Syrup,Ointment,Drop,Injection,Manufacturer
Abdominal radiological procedures,Sodium Picosulfate,"Sodium Picosulfate is indicated in the following conditions-

    Constipation of any etiology
    Relief from prolonged & recurrent constipation
    Bowel clearance before surgery, childbirth or radiological investigations.",Stimulant Laxative ,ED-Lax,5 mg,5 ml,1,1,0,0,0,Ethical Drugs Limited
Abdominal radiological procedures,Sodium Picosulfate,"Sodium Picosulfate is indicated in the following conditions-

    Constipation of any etiology
    Relief from prolonged & recurrent constipation
    Bowel clearance before surgery, childbirth or radiological investigations.",Stimulant Laxative ,Ezyfast,10 mg,,1,0,0,0,0,Albion Laboratories Limited
Abdominal radiological procedures,Sodium Picosulfate,"Sodium Picosulfate is indicated in the following conditions-

    Constipation of any etiology
    Relief from prolonged & recurrent constipation
    Bowel clearance before surgery, childbirth or radiological investigations.",Stimulant Laxative ,Ezyfast,5 mg,5 ml,1,1,0,0,0,Albion Laboratories Limited
Abdominal radiological procedures,Sodium Picosulfate,"Sodium Picosulfate is indicated in the following conditions-

    Constipation of any etiology
    Relief from prolonged & recurrent constipation
    Bowel clearance before surgery, childbirth or radiological investigations.",Stimulant Laxative ,Ezyfeel,5 mg,5 ml,1,1,0,0,0,Euro Pharma Ltd.
Abdominal radiological procedures,Sodium Picosulfate,"Sodium Picosulfate is indicated in the following conditions-

    Constipation of any etiology
    Relief from prolonged & recurrent constipation
    Bowel clearance before surgery, childbirth or radiological investigations.",Stimulant Laxative ,Ezyfeel,10 mg,,1,0,0,0,0,Euro Pharma Ltd.
Abdominal radiological procedures,Sodium Picosulfate,"Sodium Picosulfate is indicated in the following conditions-

    Constipation of any etiology
    Relief from prolonged & recurrent constipation
    Bowel clearance before surgery, childbirth or radiological investigations.",Stimulant Laxative ,Ezygo,10 mg,,1,0,0,0,0,Ibn Sina Pharmaceuticals Ltd.
Abdominal radiological procedures,Sodium Picosulfate,"Sodium Picosulfate is indicated in the following conditions-

    Constipation of any etiology
    Relief from prolonged & recurrent constipation
    Bowel clearance before surgery, childbirth or radiological investigations.",Stimulant Laxative ,Ezygo,5 mg,5 ml,1,0,0,0,0,Ibn Sina Pharmaceuticals Ltd.
Abdominal radiological procedures,Sodium Picosulfate,"Sodium Picosulfate is indicated in the following conditions-

    Constipation of any etiology
    Relief from prolonged & recurrent constipation
    Bowel clearance before surgery, childbirth or radiological investigations.",Stimulant Laxative ,Ezylife,5 mg,5 ml,1,0,0,0,0,Pharmasia Limited
Abdominal radiological procedures,Sodium Picosulfate,"Sodium Picosulfate is indicated in the following conditions-

    Constipation of any etiology
    Relief from prolonged & recurrent constipation
    Bowel clearance before surgery, childbirth or radiological investigations.",Stimulant Laxative ,Ezylife,10 mg,,1,0,0,0,0,Pharmasia Limited
Abdominal radiological procedures,Sodium Picosulfate,"Sodium Picosulfate is indicated in the following conditions-

    Constipation of any etiology
    Relief from prolonged & recurrent constipation
    Bowel clearance before surgery, childbirth or radiological investigations.",Stimulant Laxative ,Ezylife Kids,5 mg,5 ml,1,1,0,0,0,Pharmasia Limited
Abdominal radiological procedures,Sodium Picosulfate,"Sodium Picosulfate is indicated in the following conditions-

    Constipation of any etiology
    Relief from prolonged & recurrent constipation
    Bowel clearance before surgery, childbirth or radiological investigations.",Stimulant Laxative ,Ezylife Max,7.5 mg,7.5 ml,1,0,0,0,0,Pharmasia Limited
Abdominal radiological procedures,Sodium Picosulfate,"Sodium Picosulfate is indicated in the following conditions-

    Constipation of any etiology
    Relief from prolonged & recurrent constipation
    Bowel clearance before surgery, childbirth or radiological investigations.",Stimulant Laxative ,Ezyout,5 mg,5 ml,1,0,0,0,0,Kumudini Pharma Ltd.
Abdominal radiological procedures,Sodium Picosulfate,"Sodium Picosulfate is indicated in the following conditions-

    Constipation of any etiology
    Relief from prolonged & recurrent constipation
    Bowel clearance before surgery, childbirth or radiological investigations.",Stimulant Laxative ,Ezyout,10 mg,,1,0,0,0,0,Kumudini Pharma Ltd.
Abdominal radiological procedures,Sodium Picosulfate,"Sodium Picosulfate is indicated in the following conditions-

    Constipation of any etiology
    Relief from prolonged & recurrent constipation
    Bowel clearance before surgery, childbirth or radiological investigations.",Stimulant Laxative ,Ezytake,5 mg,5 ml,1,1,0,0,0,Goodman Pharmaceuticals Ltd.
Abdominal radiological procedures,Sodium Picosulfate,"Sodium Picosulfate is indicated in the following conditions-

    Constipation of any etiology
    Relief from prolonged & recurrent constipation
    Bowel clearance before surgery, childbirth or radiological investigations.",Stimulant Laxative ,Ezytake,10 mg,,1,0,0,0,0,Goodman Pharmaceuticals Ltd.
Abdominal radiological procedures,Sodium Picosulfate,"Sodium Picosulfate is indicated in the following conditions-

    Constipation of any etiology
    Relief from prolonged & recurrent constipation
    Bowel clearance before surgery, childbirth or radiological investigations.",Stimulant Laxative ,Freelife,5 mg,5 ml,1,1,0,0,0,Rangs Pharmaceuticals Ltd.
Abdominal radiological procedures,Sodium Picosulfate,"Sodium Picosulfate is indicated in the following conditions-

    Constipation of any etiology
    Relief from prolonged & recurrent constipation
    Bowel clearance before surgery, childbirth or radiological investigations.",Stimulant Laxative ,Freelife,10 mg,,1,0,0,0,0,Rangs Pharmaceuticals Ltd.
Abdominal radiological procedures,Sodium Picosulfate,"Sodium Picosulfate is indicated in the following conditions-

    Constipation of any etiology
    Relief from prolonged & recurrent constipation
    Bowel clearance before surgery, childbirth or radiological investigations.",Stimulant Laxative ,Laxante,5 mg,5 ml,1,1,0,0,0,Healthcare Pharmaceuticals Ltd.
Abdominal radiological procedures,Sodium Picosulfate,"Sodium Picosulfate is indicated in the following conditions-

    Constipation of any etiology
    Relief from prolonged & recurrent constipation
    Bowel clearance before surgery, childbirth or radiological investigations.",Stimulant Laxative ,Laxante,10 mg,,1,0,0,0,0,Healthcare Pharmaceuticals Ltd.
Abdominal radiological procedures,Sodium Picosulfate,"Sodium Picosulfate is indicated in the following conditions-

    Constipation of any etiology
    Relief from prolonged & recurrent constipation
    Bowel clearance before surgery, childbirth or radiological investigations.",Stimulant Laxative ,Laxjoy,10 mg,,1,0,0,0,0,Beximco Pharmaceuticals Ltd.
Abdominal radiological procedures,Sodium Picosulfate,"Sodium Picosulfate is indicated in the following conditions-

    Constipation of any etiology
    Relief from prolonged & recurrent constipation
    Bowel clearance before surgery, childbirth or radiological investigations.",Stimulant Laxative ,Laxjoy,5 mg,5 ml,1,1,0,0,0,Beximco Pharmaceuticals Ltd.
Abdominal radiological procedures,Sodium Picosulfate,"Sodium Picosulfate is indicated in the following conditions-

    Constipation of any etiology
    Relief from prolonged & recurrent constipation
    Bowel clearance before surgery, childbirth or radiological investigations.",Stimulant Laxative ,Laxocon,5 mg,5 ml,1,1,0,0,0,ACI Limited
Abdominal radiological procedures,Sodium Picosulfate,"Sodium Picosulfate is indicated in the following conditions-

    Constipation of any etiology
    Relief from prolonged & recurrent constipation
    Bowel clearance before surgery, childbirth or radiological investigations.",Stimulant Laxative ,Laxocon,10 mg,,1,0,0,0,0,ACI Limited
Abdominal radiological procedures,Sodium Picosulfate,"Sodium Picosulfate is indicated in the following conditions-

    Constipation of any etiology
    Relief from prolonged & recurrent constipation
    Bowel clearance before surgery, childbirth or radiological investigations.",Stimulant Laxative ,Laxofit,5 mg,5 ml,1,1,0,0,0,ACME Laboratories Ltd.
Abdominal radiological procedures,Sodium Picosulfate,"Sodium Picosulfate is indicated in the following conditions-

    Constipation of any etiology
    Relief from prolonged & recurrent constipation
    Bowel clearance before surgery, childbirth or radiological investigations.",Stimulant Laxative ,Laxofit,10 mg,,1,0,0,0,0,ACME Laboratories Ltd.
Abdominal radiological procedures,Sodium Picosulfate,"Sodium Picosulfate is indicated in the following conditions-

    Constipation of any etiology
    Relief from prolonged & recurrent constipation
    Bowel clearance before surgery, childbirth or radiological investigations.",Stimulant Laxative ,Laxopic,10 mg,,1,0,0,0,0,Popular Pharmaceuticals Ltd.
Abdominal radiological procedures,Sodium Picosulfate,"Sodium Picosulfate is indicated in the following conditions-

    Constipation of any etiology
    Relief from prolonged & recurrent constipation
    Bowel clearance before surgery, childbirth or radiological investigations.",Stimulant Laxative ,Laxopic,5 mg,5 ml,1,1,0,0,0,Popular Pharmaceuticals Ltd.
Abdominal radiological procedures,Sodium Picosulfate,"Sodium Picosulfate is indicated in the following conditions-

    Constipation of any etiology
    Relief from prolonged & recurrent constipation
    Bowel clearance before surgery, childbirth or radiological investigations.",Stimulant Laxative ,Picaso,10 mg,,1,0,0,0,0,Sharif Pharmaceuticals Ltd.
Abdominal radiological procedures,Sodium Picosulfate,"Sodium Picosulfate is indicated in the following conditions-

    Constipation of any etiology
    Relief from prolonged & recurrent constipation
    Bowel clearance before surgery, childbirth or radiological investigations.",Stimulant Laxative ,Picaso,5 mg,5 ml,1,1,0,0,0,Sharif Pharmaceuticals Ltd.
Abdominal radiological procedures,Sodium Picosulfate,"Sodium Picosulfate is indicated in the following conditions-

    Constipation of any etiology
    Relief from prolonged & recurrent constipation
    Bowel clearance before surgery, childbirth or radiological investigations.",Stimulant Laxative ,Pico,5 mg,5 ml,1,1,0,0,0,Chemist Laboratories Ltd.
Abdominal radiological procedures,Sodium Picosulfate,"Sodium Picosulfate is indicated in the following conditions-

    Constipation of any etiology
    Relief from prolonged & recurrent constipation
    Bowel clearance before surgery, childbirth or radiological investigations.",Stimulant Laxative ,Pico,10 mg,,1,0,0,0,0,Chemist Laboratories Ltd.
Abdominal radiological procedures,Sodium Picosulfate,"Sodium Picosulfate is indicated in the following conditions-

    Constipation of any etiology
    Relief from prolonged & recurrent constipation
    Bowel clearance before surgery, childbirth or radiological investigations.",Stimulant Laxative ,Pico Plus,5 mg,5 ml,1,1,0,0,0,Everest Pharmaceuticals Ltd.
Abrasions,Gentamicin Sulfate (Topical)," Indicated for Burn, Eczema, Seborrhetic dermatitis, Ecthyma, Excoriation, Folliculitis, Furunculosis, Insect bites and stings, Lacerations and abrasions, Paronychia, Pyoderma gangrenosum, Skin cysts and abscesses, Stasis ulcers and infected skin ulcers, Bacterial, fungal or viral superinfection, Sycosis barbae, minor surgical wounds, infected contact dermatitis caused by susceptible organisms. ",Topical Antibiotic preparations,Genacyn,0.10%,,1,%,1,1,0,Square Pharmaceuticals PLC
Abrasions,Gentamicin Sulfate (Topical)," Indicated for Burn, Eczema, Seborrhetic dermatitis, Ecthyma, Excoriation, Folliculitis, Furunculosis, Insect bites and stings, Lacerations and abrasions, Paronychia, Pyoderma gangrenosum, Skin cysts and abscesses, Stasis ulcers and infected skin ulcers, Bacterial, fungal or viral superinfection, Sycosis barbae, minor surgical wounds, infected contact dermatitis caused by susceptible organisms. ",Topical Antibiotic preparations,Gentin,0.30%,,1,%,1,1,0,Opsonin Pharma Ltd.
Abrasions,Gentamicin Sulfate (Topical)," Indicated for Burn, Eczema, Seborrhetic dermatitis, Ecthyma, Excoriation, Folliculitis, Furunculosis, Insect bites and stings, Lacerations and abrasions, Paronychia, Pyoderma gangrenosum, Skin cysts and abscesses, Stasis ulcers and infected skin ulcers, Bacterial, fungal or viral superinfection, Sycosis barbae, minor surgical wounds, infected contact dermatitis caused by susceptible organisms. ",Topical Antibiotic preparations,Gentosep,0.30%,,1,%,1,1,0,Beximco Pharmaceuticals Ltd.
Abrasions,Gentamicin Sulfate (Topical)," Indicated for Burn, Eczema, Seborrhetic dermatitis, Ecthyma, Excoriation, Folliculitis, Furunculosis, Insect bites and stings, Lacerations and abrasions, Paronychia, Pyoderma gangrenosum, Skin cysts and abscesses, Stasis ulcers and infected skin ulcers, Bacterial, fungal or viral superinfection, Sycosis barbae, minor surgical wounds, infected contact dermatitis caused by susceptible organisms. ",Topical Antibiotic preparations,Monamycin,0.30%,,1,%,1,1,0,Amico Laboratories Ltd.
Abruptio placentae,Tranexamic Acid,"In medicine: Prophylaxis and therapy of hemophtoes, digestive hemorrhages, hemorrhagic syndromes in leukaemia, cirrhosis and hemophilia, thrombocytopenic purpura, accidents during thrombolytic therapy and transfusion.

In surgery: Prophylaxis and antihemorrhagic therapy during operations of any type and nature and particularly in pulmonary, cardiovascular and abdominal surgery and post-operative and traumatic shock.

In urology: Prophylaxis and antihemorrhagic therapy of prostatic, vesical and renal surgery. Hematurias.

In obstetrics: Prophylaxis and therapy of post-partum and puerperium hemorrhages, hemorrhagic metrophathies, functional menometrorrhagias, idiopathic or IUD (lntra uterine Device) induced menorrhagias, primitive hyperfibrinolysis (abruptio placentae, premature placenta detachment) and in cervical conization.

In otorhinolaryngology: Prophylaxis and antihemorrhagic therapy during a tonsillectomy, specialist surgery generally, epistaxis.

In stomatology: Prophylaxis and antihemorrhagic therapy during maxillofacial operations, tooth extractions.

In oncology (as supportive therapy): To promote the formation of a fibrin capsule to wall off and thereby inhibit the growth of ovarian tumors. To cause regression of ascites secondary to carcinoma. To reduce bleeding during surgical interventions.","Anti-fibrinolytic drugs, Haemostatic drugs ",Anaxyl,500 mg,5 ml,1,1,0,0,0,ACI Limited
Abruptio placentae,Tranexamic Acid,"In medicine: Prophylaxis and therapy of hemophtoes, digestive hemorrhages, hemorrhagic syndromes in leukaemia, cirrhosis and hemophilia, thrombocytopenic purpura, accidents during thrombolytic therapy and transfusion.

In surgery: Prophylaxis and antihemorrhagic therapy during operations of any type and nature and particularly in pulmonary, cardiovascular and abdominal surgery and post-operative and traumatic shock.

In urology: Prophylaxis and antihemorrhagic therapy of prostatic, vesical and renal surgery. Hematurias.

In obstetrics: Prophylaxis and therapy of post-partum and puerperium hemorrhages, hemorrhagic metrophathies, functional menometrorrhagias, idiopathic or IUD (lntra uterine Device) induced menorrhagias, primitive hyperfibrinolysis (abruptio placentae, premature placenta detachment) and in cervical conization.

In otorhinolaryngology: Prophylaxis and antihemorrhagic therapy during a tonsillectomy, specialist surgery generally, epistaxis.

In stomatology: Prophylaxis and antihemorrhagic therapy during maxillofacial operations, tooth extractions.

In oncology (as supportive therapy): To promote the formation of a fibrin capsule to wall off and thereby inhibit the growth of ovarian tumors. To cause regression of ascites secondary to carcinoma. To reduce bleeding during surgical interventions.","Anti-fibrinolytic drugs, Haemostatic drugs ",Anaxyl,500 mg,,1,0,0,0,0,ACI Limited
Abruptio placentae,Tranexamic Acid,"In medicine: Prophylaxis and therapy of hemophtoes, digestive hemorrhages, hemorrhagic syndromes in leukaemia, cirrhosis and hemophilia, thrombocytopenic purpura, accidents during thrombolytic therapy and transfusion.

In surgery: Prophylaxis and antihemorrhagic therapy during operations of any type and nature and particularly in pulmonary, cardiovascular and abdominal surgery and post-operative and traumatic shock.

In urology: Prophylaxis and antihemorrhagic therapy of prostatic, vesical and renal surgery. Hematurias.

In obstetrics: Prophylaxis and therapy of post-partum and puerperium hemorrhages, hemorrhagic metrophathies, functional menometrorrhagias, idiopathic or IUD (lntra uterine Device) induced menorrhagias, primitive hyperfibrinolysis (abruptio placentae, premature placenta detachment) and in cervical conization.

In otorhinolaryngology: Prophylaxis and antihemorrhagic therapy during a tonsillectomy, specialist surgery generally, epistaxis.

In stomatology: Prophylaxis and antihemorrhagic therapy during maxillofacial operations, tooth extractions.

In oncology (as supportive therapy): To promote the formation of a fibrin capsule to wall off and thereby inhibit the growth of ovarian tumors. To cause regression of ascites secondary to carcinoma. To reduce bleeding during surgical interventions.","Anti-fibrinolytic drugs, Haemostatic drugs ",Bionex,500 mg,,1,0,0,0,0,Biopharma Limited
Abruptio placentae,Tranexamic Acid,"In medicine: Prophylaxis and therapy of hemophtoes, digestive hemorrhages, hemorrhagic syndromes in leukaemia, cirrhosis and hemophilia, thrombocytopenic purpura, accidents during thrombolytic therapy and transfusion.

In surgery: Prophylaxis and antihemorrhagic therapy during operations of any type and nature and particularly in pulmonary, cardiovascular and abdominal surgery and post-operative and traumatic shock.

In urology: Prophylaxis and antihemorrhagic therapy of prostatic, vesical and renal surgery. Hematurias.

In obstetrics: Prophylaxis and therapy of post-partum and puerperium hemorrhages, hemorrhagic metrophathies, functional menometrorrhagias, idiopathic or IUD (lntra uterine Device) induced menorrhagias, primitive hyperfibrinolysis (abruptio placentae, premature placenta detachment) and in cervical conization.

In otorhinolaryngology: Prophylaxis and antihemorrhagic therapy during a tonsillectomy, specialist surgery generally, epistaxis.

In stomatology: Prophylaxis and antihemorrhagic therapy during maxillofacial operations, tooth extractions.

In oncology (as supportive therapy): To promote the formation of a fibrin capsule to wall off and thereby inhibit the growth of ovarian tumors. To cause regression of ascites secondary to carcinoma. To reduce bleeding during surgical interventions.","Anti-fibrinolytic drugs, Haemostatic drugs ",Block-T,500 mg,5 ml,1,1,0,0,0,Drug International Ltd.
Abruptio placentae,Tranexamic Acid,"In medicine: Prophylaxis and therapy of hemophtoes, digestive hemorrhages, hemorrhagic syndromes in leukaemia, cirrhosis and hemophilia, thrombocytopenic purpura, accidents during thrombolytic therapy and transfusion.

In surgery: Prophylaxis and antihemorrhagic therapy during operations of any type and nature and particularly in pulmonary, cardiovascular and abdominal surgery and post-operative and traumatic shock.

In urology: Prophylaxis and antihemorrhagic therapy of prostatic, vesical and renal surgery. Hematurias.

In obstetrics: Prophylaxis and therapy of post-partum and puerperium hemorrhages, hemorrhagic metrophathies, functional menometrorrhagias, idiopathic or IUD (lntra uterine Device) induced menorrhagias, primitive hyperfibrinolysis (abruptio placentae, premature placenta detachment) and in cervical conization.

In otorhinolaryngology: Prophylaxis and antihemorrhagic therapy during a tonsillectomy, specialist surgery generally, epistaxis.

In stomatology: Prophylaxis and antihemorrhagic therapy during maxillofacial operations, tooth extractions.

In oncology (as supportive therapy): To promote the formation of a fibrin capsule to wall off and thereby inhibit the growth of ovarian tumors. To cause regression of ascites secondary to carcinoma. To reduce bleeding during surgical interventions.","Anti-fibrinolytic drugs, Haemostatic drugs ",Block-T,500 mg,,1,0,0,0,0,Drug International Ltd.
Abruptio placentae,Tranexamic Acid,"In medicine: Prophylaxis and therapy of hemophtoes, digestive hemorrhages, hemorrhagic syndromes in leukaemia, cirrhosis and hemophilia, thrombocytopenic purpura, accidents during thrombolytic therapy and transfusion.

In surgery: Prophylaxis and antihemorrhagic therapy during operations of any type and nature and particularly in pulmonary, cardiovascular and abdominal surgery and post-operative and traumatic shock.

In urology: Prophylaxis and antihemorrhagic therapy of prostatic, vesical and renal surgery. Hematurias.

In obstetrics: Prophylaxis and therapy of post-partum and puerperium hemorrhages, hemorrhagic metrophathies, functional menometrorrhagias, idiopathic or IUD (lntra uterine Device) induced menorrhagias, primitive hyperfibrinolysis (abruptio placentae, premature placenta detachment) and in cervical conization.

In otorhinolaryngology: Prophylaxis and antihemorrhagic therapy during a tonsillectomy, specialist surgery generally, epistaxis.

In stomatology: Prophylaxis and antihemorrhagic therapy during maxillofacial operations, tooth extractions.

In oncology (as supportive therapy): To promote the formation of a fibrin capsule to wall off and thereby inhibit the growth of ovarian tumors. To cause regression of ascites secondary to carcinoma. To reduce bleeding during surgical interventions.","Anti-fibrinolytic drugs, Haemostatic drugs ",Enclot,650 mg,,1,0,0,0,0,Opsonin Pharma Ltd.
Abruptio placentae,Tranexamic Acid,"In medicine: Prophylaxis and therapy of hemophtoes, digestive hemorrhages, hemorrhagic syndromes in leukaemia, cirrhosis and hemophilia, thrombocytopenic purpura, accidents during thrombolytic therapy and transfusion.

In surgery: Prophylaxis and antihemorrhagic therapy during operations of any type and nature and particularly in pulmonary, cardiovascular and abdominal surgery and post-operative and traumatic shock.

In urology: Prophylaxis and antihemorrhagic therapy of prostatic, vesical and renal surgery. Hematurias.

In obstetrics: Prophylaxis and therapy of post-partum and puerperium hemorrhages, hemorrhagic metrophathies, functional menometrorrhagias, idiopathic or IUD (lntra uterine Device) induced menorrhagias, primitive hyperfibrinolysis (abruptio placentae, premature placenta detachment) and in cervical conization.

In otorhinolaryngology: Prophylaxis and antihemorrhagic therapy during a tonsillectomy, specialist surgery generally, epistaxis.

In stomatology: Prophylaxis and antihemorrhagic therapy during maxillofacial operations, tooth extractions.

In oncology (as supportive therapy): To promote the formation of a fibrin capsule to wall off and thereby inhibit the growth of ovarian tumors. To cause regression of ascites secondary to carcinoma. To reduce bleeding during surgical interventions.","Anti-fibrinolytic drugs, Haemostatic drugs ",Enclot,250 mg,,1,0,0,0,0,Opsonin Pharma Ltd.
Abruptio placentae,Tranexamic Acid,"In medicine: Prophylaxis and therapy of hemophtoes, digestive hemorrhages, hemorrhagic syndromes in leukaemia, cirrhosis and hemophilia, thrombocytopenic purpura, accidents during thrombolytic therapy and transfusion.

In surgery: Prophylaxis and antihemorrhagic therapy during operations of any type and nature and particularly in pulmonary, cardiovascular and abdominal surgery and post-operative and traumatic shock.

In urology: Prophylaxis and antihemorrhagic therapy of prostatic, vesical and renal surgery. Hematurias.

In obstetrics: Prophylaxis and therapy of post-partum and puerperium hemorrhages, hemorrhagic metrophathies, functional menometrorrhagias, idiopathic or IUD (lntra uterine Device) induced menorrhagias, primitive hyperfibrinolysis (abruptio placentae, premature placenta detachment) and in cervical conization.

In otorhinolaryngology: Prophylaxis and antihemorrhagic therapy during a tonsillectomy, specialist surgery generally, epistaxis.

In stomatology: Prophylaxis and antihemorrhagic therapy during maxillofacial operations, tooth extractions.

In oncology (as supportive therapy): To promote the formation of a fibrin capsule to wall off and thereby inhibit the growth of ovarian tumors. To cause regression of ascites secondary to carcinoma. To reduce bleeding during surgical interventions.","Anti-fibrinolytic drugs, Haemostatic drugs ",Enclot,500 mg,,1,0,0,0,0,Opsonin Pharma Ltd.
Abruptio placentae,Tranexamic Acid,"In medicine: Prophylaxis and therapy of hemophtoes, digestive hemorrhages, hemorrhagic syndromes in leukaemia, cirrhosis and hemophilia, thrombocytopenic purpura, accidents during thrombolytic therapy and transfusion.

In surgery: Prophylaxis and antihemorrhagic therapy during operations of any type and nature and particularly in pulmonary, cardiovascular and abdominal surgery and post-operative and traumatic shock.

In urology: Prophylaxis and antihemorrhagic therapy of prostatic, vesical and renal surgery. Hematurias.

In obstetrics: Prophylaxis and therapy of post-partum and puerperium hemorrhages, hemorrhagic metrophathies, functional menometrorrhagias, idiopathic or IUD (lntra uterine Device) induced menorrhagias, primitive hyperfibrinolysis (abruptio placentae, premature placenta detachment) and in cervical conization.

In otorhinolaryngology: Prophylaxis and antihemorrhagic therapy during a tonsillectomy, specialist surgery generally, epistaxis.

In stomatology: Prophylaxis and antihemorrhagic therapy during maxillofacial operations, tooth extractions.

In oncology (as supportive therapy): To promote the formation of a fibrin capsule to wall off and thereby inhibit the growth of ovarian tumors. To cause regression of ascites secondary to carcinoma. To reduce bleeding during surgical interventions.","Anti-fibrinolytic drugs, Haemostatic drugs ",Enclot,500 mg,5 ml,1,1,0,0,0,Opsonin Pharma Ltd.
Abruptio placentae,Tranexamic Acid,"In medicine: Prophylaxis and therapy of hemophtoes, digestive hemorrhages, hemorrhagic syndromes in leukaemia, cirrhosis and hemophilia, thrombocytopenic purpura, accidents during thrombolytic therapy and transfusion.

In surgery: Prophylaxis and antihemorrhagic therapy during operations of any type and nature and particularly in pulmonary, cardiovascular and abdominal surgery and post-operative and traumatic shock.

In urology: Prophylaxis and antihemorrhagic therapy of prostatic, vesical and renal surgery. Hematurias.

In obstetrics: Prophylaxis and therapy of post-partum and puerperium hemorrhages, hemorrhagic metrophathies, functional menometrorrhagias, idiopathic or IUD (lntra uterine Device) induced menorrhagias, primitive hyperfibrinolysis (abruptio placentae, premature placenta detachment) and in cervical conization.

In otorhinolaryngology: Prophylaxis and antihemorrhagic therapy during a tonsillectomy, specialist surgery generally, epistaxis.

In stomatology: Prophylaxis and antihemorrhagic therapy during maxillofacial operations, tooth extractions.

In oncology (as supportive therapy): To promote the formation of a fibrin capsule to wall off and thereby inhibit the growth of ovarian tumors. To cause regression of ascites secondary to carcinoma. To reduce bleeding during surgical interventions.","Anti-fibrinolytic drugs, Haemostatic drugs ",Fibrino,500 mg,5 ml,1,1,0,0,0,Eskayef Pharmaceuticals Ltd.
Abruptio placentae,Tranexamic Acid,"In medicine: Prophylaxis and therapy of hemophtoes, digestive hemorrhages, hemorrhagic syndromes in leukaemia, cirrhosis and hemophilia, thrombocytopenic purpura, accidents during thrombolytic therapy and transfusion.

In surgery: Prophylaxis and antihemorrhagic therapy during operations of any type and nature and particularly in pulmonary, cardiovascular and abdominal surgery and post-operative and traumatic shock.

In urology: Prophylaxis and antihemorrhagic therapy of prostatic, vesical and renal surgery. Hematurias.

In obstetrics: Prophylaxis and therapy of post-partum and puerperium hemorrhages, hemorrhagic metrophathies, functional menometrorrhagias, idiopathic or IUD (lntra uterine Device) induced menorrhagias, primitive hyperfibrinolysis (abruptio placentae, premature placenta detachment) and in cervical conization.

In otorhinolaryngology: Prophylaxis and antihemorrhagic therapy during a tonsillectomy, specialist surgery generally, epistaxis.

In stomatology: Prophylaxis and antihemorrhagic therapy during maxillofacial operations, tooth extractions.

In oncology (as supportive therapy): To promote the formation of a fibrin capsule to wall off and thereby inhibit the growth of ovarian tumors. To cause regression of ascites secondary to carcinoma. To reduce bleeding during surgical interventions.","Anti-fibrinolytic drugs, Haemostatic drugs ",Fibrino,500 mg,,1,0,0,0,0,Eskayef Pharmaceuticals Ltd.
Abruptio placentae,Tranexamic Acid,"In medicine: Prophylaxis and therapy of hemophtoes, digestive hemorrhages, hemorrhagic syndromes in leukaemia, cirrhosis and hemophilia, thrombocytopenic purpura, accidents during thrombolytic therapy and transfusion.

In surgery: Prophylaxis and antihemorrhagic therapy during operations of any type and nature and particularly in pulmonary, cardiovascular and abdominal surgery and post-operative and traumatic shock.

In urology: Prophylaxis and antihemorrhagic therapy of prostatic, vesical and renal surgery. Hematurias.

In obstetrics: Prophylaxis and therapy of post-partum and puerperium hemorrhages, hemorrhagic metrophathies, functional menometrorrhagias, idiopathic or IUD (lntra uterine Device) induced menorrhagias, primitive hyperfibrinolysis (abruptio placentae, premature placenta detachment) and in cervical conization.

In otorhinolaryngology: Prophylaxis and antihemorrhagic therapy during a tonsillectomy, specialist surgery generally, epistaxis.

In stomatology: Prophylaxis and antihemorrhagic therapy during maxillofacial operations, tooth extractions.

In oncology (as supportive therapy): To promote the formation of a fibrin capsule to wall off and thereby inhibit the growth of ovarian tumors. To cause regression of ascites secondary to carcinoma. To reduce bleeding during surgical interventions.","Anti-fibrinolytic drugs, Haemostatic drugs ",Fibrostat,500 mg,5 ml,1,1,0,0,0,Globe Pharmaceuticals Ltd.
Abruptio placentae,Tranexamic Acid,"In medicine: Prophylaxis and therapy of hemophtoes, digestive hemorrhages, hemorrhagic syndromes in leukaemia, cirrhosis and hemophilia, thrombocytopenic purpura, accidents during thrombolytic therapy and transfusion.

In surgery: Prophylaxis and antihemorrhagic therapy during operations of any type and nature and particularly in pulmonary, cardiovascular and abdominal surgery and post-operative and traumatic shock.

In urology: Prophylaxis and antihemorrhagic therapy of prostatic, vesical and renal surgery. Hematurias.

In obstetrics: Prophylaxis and therapy of post-partum and puerperium hemorrhages, hemorrhagic metrophathies, functional menometrorrhagias, idiopathic or IUD (lntra uterine Device) induced menorrhagias, primitive hyperfibrinolysis (abruptio placentae, premature placenta detachment) and in cervical conization.

In otorhinolaryngology: Prophylaxis and antihemorrhagic therapy during a tonsillectomy, specialist surgery generally, epistaxis.

In stomatology: Prophylaxis and antihemorrhagic therapy during maxillofacial operations, tooth extractions.

In oncology (as supportive therapy): To promote the formation of a fibrin capsule to wall off and thereby inhibit the growth of ovarian tumors. To cause regression of ascites secondary to carcinoma. To reduce bleeding during surgical interventions.","Anti-fibrinolytic drugs, Haemostatic drugs ",Fibrostat,500 mg,,1,0,0,0,0,Globe Pharmaceuticals Ltd.
